team_code_20_21,element_type_20_21,now_cost_20_21,total_points_20_21,minutes_20_21,value_season_20_21,goals_scored_20_21,assists_20_21,dreamteam_count_20_21,clean_sheets_20_21,goals_conceded_20_21,own_goals_20_21,penalties_saved_20_21,penalties_missed_20_21,yellow_cards_20_21,red_cards_20_21,saves_20_21,bonus_20_21,bps_20_21,influence_20_21,influence_rank_20_21,influence_rank_type_20_21,creativity_20_21,creativity_rank_20_21,creativity_rank_type_20_21,threat_20_21,threat_rank_20_21,threat_rank_type_20_21,ict_index_20_21,ict_index_rank_20_21,ict_index_rank_type_20_21,selected_by_percent_20_21
3,3,67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,713,295,0.0,713,295,0.0,713,295,0.0,713,295,0.5
3,2,48,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,682,240,0.0,674,241,0.0,667,238,0.0,685,240,0.1
3,2,54,41,1396,7.6,1,0,0,3,20,0,0,0,1,1,0,0,230,250.6,264,101,46.7,346,119,144.0,244,70,43.9,310,105,0.8
3,3,113,131,2330,11.6,10,3,3,10,26,1,0,0,2,0,0,11,358,493.8,136,49,361.5,101,71,823.0,34,18,167.4,52,31,7.2
3,2,46,28,744,6.1,0,1,0,2,11,0,0,0,1,0,0,3,125,110.8,366,140,114.8,249,65,66.0,330,110,29.2,356,125,0.3
3,4,84,129,1916,15.4,13,3,4,7,21,0,0,0,3,0,0,21,452,602.4,69,8,307.4,133,18,797.0,38,18,170.4,50,17,4.3
3,2,50,3,45,0.6,0,0,0,0,1,0,0,0,0,0,0,0,16,11.6,473,177,1.0,462,176,0.0,691,245,1.3,488,180,0.0
3,1,50,131,3131,26.2,0,0,2,11,37,1,1,0,0,1,86,11,625,702.2,45,14,0.0,695,74,2.0,448,5,70.3,231,15,7.3
3,3,52,70,2519,13.5,1,2,0,10,27,0,0,0,7,1,0,1,396,456.0,160,60,327.6,116,79,154.0,232,118,94.0,159,88,0.4
3,2,44,34,900,7.7,0,0,0,4,8,0,0,0,2,0,0,1,182,163.2,326,125,26.4,379,137,16.0,400,153,20.6,384,135,0.1
3,2,50,94,2089,18.8,1,3,3,7,24,0,0,0,8,0,0,17,421,362.8,204,81,351.8,107,22,232.0,170,32,94.7,158,39,3.5
3,2,45,36,751,8.0,0,3,1,2,10,0,0,0,0,0,0,3,168,171.8,313,120,169.4,209,51,77.0,320,108,41.9,316,108,0.2
3,2,48,2,90,0.4,0,0,0,0,1,0,0,0,0,0,0,0,9,3.6,487,179,5.4,439,167,4.0,435,164,1.3,487,179,0.1
3,2,43,105,2557,24.4,0,1,1,11,26,1,0,0,2,0,0,10,536,602.6,68,24,76.1,314,97,97.0,288,93,77.7,211,64,4.7
3,2,52,96,2299,18.5,1,4,1,8,27,0,0,0,4,0,0,4,483,446.4,165,64,490.1,61,12,201.0,187,42,113.9,115,21,4.3
3,3,77,114,1606,14.8,10,3,2,4,21,0,0,0,1,1,0,11,351,476.2,148,55,235.9,175,111,774.0,39,21,148.5,74,45,2.4
3,3,47,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,677,279,0.0,669,279,0.0,662,277,0.0,680,279,0.1
3,3,51,2,70,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,4.2,485,204,9.7,425,196,10.0,412,190,2.4,470,200,0.0
3,4,53,36,411,6.8,2,1,0,1,6,0,0,0,0,0,0,5,120,116.6,359,43,97.3,276,43,211.0,181,46,42.1,314,46,0.5
3,3,42,74,1438,17.6,2,5,1,9,10,0,0,0,0,0,0,3,308,273.2,251,107,385.1,92,65,222.0,175,95,88.1,175,97,3.5
3,3,51,114,2554,22.4,5,5,2,8,31,1,0,0,1,0,0,8,414,493.0,137,50,650.6,37,28,984.0,20,8,212.7,27,18,7.2
3,3,47,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,679,281,0.0,671,281,0.0,664,279,0.0,682,281,0.1
3,3,49,36,582,7.3,2,1,0,4,3,0,0,0,0,0,0,0,107,142.6,342,145,133.8,233,141,300.0,132,77,57.5,265,123,0.3
3,2,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,559,214,0.0,538,214,0.0,515,204,0.0,568,214,0.4
3,1,41,37,1260,9.0,0,0,0,3,21,0,0,0,1,0,24,0,216,193.6,293,23,10.7,418,4,2.0,440,4,20.6,383,23,5.6
3,3,75,78,1398,10.4,1,7,1,3,17,0,0,0,0,0,0,9,306,256.2,260,111,534.8,52,39,228.0,171,94,102.3,139,79,2.7
3,2,49,78,1996,15.9,2,0,1,6,24,0,0,0,2,1,0,7,385,464.8,154,61,51.0,341,115,233.0,168,31,74.9,218,67,4.6
3,3,47,62,1609,13.2,0,4,0,6,17,0,0,0,4,0,0,7,331,359.8,207,83,422.3,77,55,141.0,249,125,92.4,166,90,0.7
3,3,42,50,1538,11.9,1,0,1,5,20,0,0,0,3,0,0,3,258,200.2,288,123,99.9,271,156,79.0,316,157,37.8,332,147,1.3
3,1,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,532,53,0.0,509,26,0.0,485,21,0.0,541,53,0.9
3,1,44,1,15,0.2,0,0,0,0,0,0,0,0,0,0,2,0,8,16.6,461,37,0.0,588,57,0.0,570,53,1.7,482,38,0.1
3,3,49,47,1529,9.6,0,2,0,6,18,0,0,0,5,0,0,0,273,289.4,239,100,195.7,195,119,129.0,258,129,61.7,258,119,0.3
3,3,56,40,861,7.1,1,2,1,3,12,0,0,0,0,0,0,3,183,169.8,317,137,322.8,121,82,167.0,213,109,65.9,247,115,0.6
3,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,643,256,0.0,632,255,0.0,620,251,0.0,647,257,0.0
7,1,53,186,3420,35.1,0,0,2,15,46,0,1,0,1,0,142,27,825,1067.2,4,2,20.0,390,2,0.0,703,76,108.5,121,2,37.9
7,1,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,618,77,0.0,604,60,0.0,590,56,0.0,624,77,0.1
7,2,42,33,833,7.9,0,0,1,3,9,0,0,0,2,0,0,4,190,170.4,316,121,201.8,191,43,65.0,332,112,43.9,309,104,0.3
7,3,43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,573,217,0.0,556,217,0.0,537,208,0.0,581,220,0.1
7,2,42,-1,15,-0.2,0,0,0,0,2,0,0,0,1,0,0,0,1,0.8,503,184,0.7,466,178,0.0,531,216,0.2,505,184,0.2
7,1,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,515,45,0.0,491,17,0.0,465,12,0.0,524,45,4.4
7,3,59,20,225,3.4,1,1,1,2,2,0,0,0,0,0,0,3,70,65.4,407,175,82.9,302,168,33.0,373,178,18.2,393,175,0.1
7,3,59,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,709,294,0.0,710,294,0.0,710,294,0.0,711,294,0.0
7,1,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,530,51,0.0,507,24,0.0,483,19,0.0,539,51,3.3
7,2,44,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,601,232,0.0,587,233,0.0,569,228,0.0,609,232,0.1
7,3,75,135,2183,18.0,6,12,2,12,28,0,0,0,6,0,0,13,531,707.4,44,16,1029.6,9,6,917.0,27,13,265.3,11,7,14.6
7,3,55,114,3330,20.7,3,7,0,14,46,0,0,0,12,0,0,2,492,579.0,83,27,600.5,43,31,361.0,104,62,154.1,66,38,1.1
7,2,44,32,630,7.3,1,0,1,3,6,0,0,0,2,0,0,3,124,147.0,339,132,2.2,448,172,57.0,343,121,20.7,381,134,0.1
7,3,52,56,1157,10.8,2,1,1,6,14,0,0,0,0,0,0,3,152,213.6,283,119,180.1,206,125,478.0,73,41,86.7,185,101,0.4
7,2,54,128,3194,23.7,2,2,2,14,42,1,0,0,4,1,0,8,633,798.4,22,3,97.3,277,75,293.0,138,18,119.3,101,18,7.8
7,2,50,138,3404,27.6,0,4,2,16,44,0,0,0,7,0,0,9,710,690.4,54,16,607.0,42,9,122.0,262,79,142.2,80,13,12.0
7,2,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,624,235,0.0,614,236,0.0,600,231,0.0,630,235,0.0
7,3,43,27,747,6.3,0,1,0,4,6,0,0,0,3,0,0,1,115,110.8,365,157,32.5,363,183,10.0,411,189,15.4,400,178,0.4
7,3,52,111,1604,21.3,10,0,2,5,22,0,0,0,2,0,0,13,339,500.4,131,47,426.1,75,54,726.0,44,24,165.1,55,33,1.2
7,2,46,119,3195,25.9,2,0,1,12,46,0,0,0,3,0,0,8,580,695.6,49,11,34.2,359,126,276.0,150,22,101.0,146,33,6.2
7,2,43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,588,227,0.0,572,228,0.0,553,222,0.0,596,227,0.1
7,4,60,3,15,0.5,0,0,0,0,1,0,0,0,0,0,0,0,11,5.0,482,62,1.1,461,67,17.0,398,62,2.3,472,62,0.0
7,4,59,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,711,91,0.0,712,92,0.0,711,92,0.0,712,92,0.0
7,4,42,23,265,5.5,1,1,0,1,1,0,0,0,0,0,0,0,85,77.2,393,49,76.7,313,46,169.0,210,49,31.7,351,49,7.6
7,4,43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,591,68,0.0,576,72,0.0,557,72,0.0,599,73,0.5
7,3,48,72,2781,15.0,0,2,0,12,41,0,0,0,8,1,0,0,358,403.4,185,72,304.5,135,90,189.0,197,101,90.0,169,93,0.2
7,3,58,76,1566,13.1,3,2,1,8,24,0,0,0,0,0,0,4,286,274.2,249,105,579.3,46,34,431.0,85,49,128.6,89,54,0.7
7,2,50,89,2373,17.8,0,2,1,11,35,0,0,0,6,1,0,8,468,520.8,115,42,352.9,106,21,110.0,273,86,98.7,151,35,0.7
7,4,63,168,3328,26.7,14,9,3,14,46,0,0,1,2,1,0,18,531,815.4,19,4,610.4,41,3,1721.0,2,1,314.0,6,2,22.1
7,3,58,135,2315,23.3,7,7,2,11,31,0,0,0,1,0,0,7,407,528.4,110,40,530.6,55,41,917.0,26,12,197.6,38,25,0.7
7,3,45,28,611,6.2,0,0,0,2,10,0,0,0,0,0,0,0,75,72.8,398,171,91.7,283,162,126.0,259,130,28.9,358,162,0.1
7,3,55,10,288,1.8,0,0,0,1,4,0,0,0,3,0,0,0,29,25.8,445,190,28.8,375,187,10.0,413,191,6.2,442,194,0.0
7,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,658,266,0.0,647,265,0.0,638,264,0.0,662,267,0.0
7,3,45,2,18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0,502,213,1.1,460,209,5.0,428,200,0.6,493,206,0.0
7,3,44,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,614,236,0.5,469,211,0.0,587,230,0.1,515,218,0.0
36,4,48,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,681,82,0.0,673,84,0.0,666,85,0.0,684,85,0.1
36,3,62,58,1584,9.4,1,1,0,5,18,0,0,0,0,0,0,2,265,255.2,262,113,355.7,105,73,302.0,131,76,91.0,168,92,0.3
36,3,58,116,2479,20.0,3,8,0,10,28,0,0,1,3,0,0,11,525,620.4,65,20,1087.8,6,4,415.0,89,52,212.3,28,19,0.4
36,2,43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,576,223,0.0,559,224,0.0,540,218,0.0,584,223,0.0
36,3,47,9,209,1.9,0,0,0,0,2,0,0,0,0,0,0,0,38,24.0,448,191,5.1,440,200,52.0,349,169,8.2,426,185,0.0
36,3,50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,699,287,0.0,694,287,0.0,692,286,0.0,702,287,0.0
36,2,42,64,2057,15.2,1,0,0,6,28,1,0,0,5,0,0,1,330,389.0,189,75,183.1,202,49,214.0,180,39,78.2,208,61,0.7
36,2,48,130,2932,27.1,5,0,3,11,40,1,0,0,5,2,0,17,626,720.4,42,9,136.7,230,58,443.0,83,3,130.2,87,15,5.9
36,2,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,621,234,0.0,608,235,0.0,594,230,0.0,627,234,0.0
36,4,48,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,687,84,0.0,681,86,0.0,674,87,0.0,690,87,0.1
36,3,49,69,1670,14.1,2,2,1,7,25,0,0,0,0,0,0,6,283,368.6,200,79,414.3,79,56,322.0,119,68,110.5,119,69,0.4
36,2,43,85,2594,19.8,1,0,0,9,35,0,0,0,4,0,0,0,470,505.4,126,46,96.6,278,76,244.0,161,26,84.6,192,51,1.0
36,2,43,96,2280,22.3,1,1,2,9,27,0,0,0,3,0,0,10,432,484.4,143,56,366.0,100,20,169.0,211,55,102.1,140,30,1.3
36,4,58,105,2508,18.1,8,2,1,10,34,0,0,1,1,1,0,12,334,442.2,168,20,443.2,72,7,1103.0,15,10,198.5,37,11,2.1
36,3,55,132,2602,24.0,5,6,5,12,30,0,0,0,2,0,0,15,406,543.4,101,35,725.1,25,21,759.0,41,22,202.8,34,22,1.8
36,3,54,24,520,4.4,0,1,0,1,9,0,0,0,3,0,0,0,102,73.2,397,170,162.8,214,128,221.0,176,96,45.5,303,139,0.0
36,3,55,1,8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,3.2,489,206,1.3,456,206,7.0,422,198,1.2,489,204,0.0
36,2,44,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,602,233,0.0,590,234,0.0,572,229,0.0,610,233,0.0
36,2,45,104,3192,23.1,0,0,1,12,44,0,0,0,3,1,0,5,571,488.6,140,54,152.5,221,55,153.0,234,65,79.7,202,57,1.9
36,2,39,5,205,1.3,0,0,0,0,3,0,0,0,0,0,0,0,30,27.2,440,165,32.4,364,128,69.0,325,109,12.8,410,151,4.0
36,3,44,77,3112,17.5,1,0,0,11,42,0,0,0,8,1,0,2,487,523.6,112,41,295.5,138,91,196.0,192,100,101.1,144,82,1.6
36,2,46,35,887,7.6,1,3,0,2,15,0,0,0,2,1,0,2,156,147.8,338,131,162.9,213,53,156.0,227,63,46.7,299,99,2.2
36,4,52,38,783,7.3,2,1,0,1,17,0,0,0,0,0,0,2,95,104.2,371,44,74.1,316,47,307.0,127,40,48.2,294,42,0.3
36,3,41,35,892,8.5,1,0,1,5,17,0,0,0,2,0,0,3,141,132.2,349,148,154.9,219,131,88.0,296,147,37.6,333,148,0.9
36,3,53,48,1108,9.1,1,1,0,5,14,0,0,0,1,0,0,3,148,170.6,315,136,210.6,185,117,235.0,166,92,61.5,259,120,0.0
36,1,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,531,52,0.0,508,25,0.0,484,20,0.0,540,52,1.1
36,1,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,514,44,0.0,489,15,0.0,463,10,0.0,523,44,0.8
36,3,45,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,631,246,0.0,621,245,0.0,607,240,0.0,636,247,0.0
36,4,50,9,164,1.8,0,0,0,0,2,0,0,0,0,0,0,0,25,16.0,464,57,18.8,394,55,107.0,276,53,14.2,403,53,0.1
36,4,55,89,1541,16.2,6,4,2,6,18,0,0,1,0,0,0,15,286,319.8,227,24,269.7,153,20,595.0,58,25,117.7,105,24,0.6
36,1,45,101,2430,22.4,0,0,3,10,27,0,0,0,2,0,66,8,514,542.2,102,18,10.0,421,7,4.0,432,2,55.8,269,18,3.4
36,3,49,7,101,1.4,0,1,0,0,2,0,0,0,0,0,0,0,31,26.8,441,189,35.8,355,179,6.0,427,199,6.9,434,191,0.0
36,3,50,21,643,4.2,0,0,0,2,10,0,0,0,0,0,0,0,59,63.8,409,176,62.2,332,174,162.0,219,113,28.8,359,163,0.0
36,3,45,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,659,267,0.0,649,267,2.0,444,204,0.2,510,216,0.0
36,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,637,252,0.0,627,251,0.0,613,246,0.0,642,253,0.0
36,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,626,242,0.0,617,242,0.0,603,237,0.0,632,244,0.0
36,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,644,257,0.0,633,256,0.0,621,252,0.0,648,258,0.0
36,1,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,519,46,0.0,495,18,0.0,470,13,0.0,528,46,0.3
36,2,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,645,236,0.0,634,237,0.0,623,232,0.0,649,236,0.0
36,3,50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,701,289,0.0,697,289,0.0,695,289,0.0,704,289,0.0
90,3,42,8,257,1.9,0,0,0,0,4,0,0,0,1,0,0,0,33,31.0,439,188,8.3,428,197,41.0,363,174,8.0,427,186,3.1
90,2,53,109,3240,20.6,1,0,1,11,50,0,0,0,6,0,0,9,534,773.4,27,6,148.0,223,56,350.0,109,10,127.7,90,16,3.0
90,2,44,2,273,0.5,0,0,0,0,8,0,0,0,2,0,0,0,28,39.4,426,161,12.9,406,153,6.0,423,160,5.9,445,165,0.2
90,2,43,50,1260,11.6,0,3,0,3,19,1,0,0,1,0,0,5,203,199.4,291,113,77.0,310,95,63.0,336,115,34.0,343,121,0.4
90,3,50,33,1350,6.6,0,0,0,4,24,0,0,0,2,0,0,0,154,140.0,343,146,126.2,242,145,82.0,309,154,34.9,338,151,0.0
90,2,43,14,636,3.3,0,0,0,1,13,0,0,0,2,0,0,1,85,102.6,373,143,12.0,411,155,25.0,384,144,14.0,405,149,0.1
90,4,57,54,1248,9.5,1,3,1,4,25,0,0,0,3,0,0,2,125,149.8,336,39,97.4,275,42,449.0,80,32,68.9,236,34,0.3
90,4,60,52,1324,8.7,3,0,0,6,19,0,0,0,4,0,0,7,107,153.8,332,38,243.6,169,25,548.0,59,26,93.8,160,29,0.2
90,2,47,102,2693,21.7,2,0,1,10,41,0,0,0,3,0,0,7,500,691.0,53,15,71.6,320,101,312.0,125,15,107.9,123,23,2.9
90,3,53,112,3410,21.1,3,4,1,11,55,0,0,0,7,0,0,5,585,559.2,93,31,843.2,16,12,156.0,228,115,156.1,63,36,0.7
90,3,54,50,1358,9.3,2,0,0,3,24,0,0,0,2,0,0,3,175,193.6,294,126,160.8,216,129,170.0,208,106,52.3,285,133,0.0
90,4,66,138,2741,20.9,12,3,1,9,43,0,0,0,0,0,0,16,395,595.8,71,9,323.2,120,15,1129.0,13,9,204.0,32,9,5.6
90,2,44,103,3060,23.4,1,1,1,10,47,0,0,0,5,0,0,6,545,551.2,96,35,380.8,95,19,125.0,260,78,105.8,129,27,2.5
90,4,48,62,1359,12.9,3,2,0,3,24,0,0,0,0,0,0,2,194,197.4,292,32,194.0,197,31,491.0,70,29,87.3,182,30,1.5
90,2,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,516,189,0.0,492,188,0.0,466,176,0.0,525,189,0.1
90,3,50,44,1047,8.8,1,1,0,7,6,0,0,0,3,0,0,3,157,174.2,312,134,133.9,232,140,168.0,212,108,47.2,297,138,0.0
90,1,55,144,2880,26.2,0,0,2,11,37,0,0,0,1,0,114,20,652,846.6,14,7,20.0,391,3,2.0,449,6,86.8,184,6,9.6
90,2,44,83,2425,18.9,0,2,0,8,42,0,0,0,1,0,0,5,451,494.4,135,52,248.5,166,37,52.0,348,123,79.5,203,58,1.4
90,3,49,74,2812,15.1,0,1,0,10,42,0,0,0,2,0,0,0,359,350.4,215,88,309.1,129,86,384.0,97,56,104.5,133,76,0.1
90,1,40,3,360,0.8,0,0,0,0,14,0,0,0,0,0,10,0,49,82.6,387,27,0.0,515,30,0.0,492,26,8.2,425,27,1.1
90,3,57,113,3068,19.8,2,5,2,11,50,0,0,0,1,0,0,8,493,591.8,75,23,790.3,20,16,277.0,148,88,166.3,54,32,0.5
90,2,38,9,270,2.4,1,0,0,0,6,0,0,0,1,0,0,0,50,79.6,391,151,22.1,384,141,81.0,310,103,18.3,392,142,4.1
90,2,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,523,194,0.0,499,193,0.0,475,183,0.0,532,194,0.4
90,3,44,10,260,2.3,0,0,0,1,7,0,0,0,0,0,0,0,27,16.0,463,196,7.9,432,198,13.0,404,186,3.7,455,196,0.0
90,2,39,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,518,191,0.0,494,190,0.0,469,179,0.0,527,191,0.1
90,3,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,625,241,0.0,615,241,0.0,601,236,0.0,631,243,0.0
90,1,40,3,180,0.8,0,0,0,0,4,0,0,0,0,0,2,0,20,15.2,465,39,10.0,420,6,0.0,487,22,2.6,465,34,0.1
90,4,45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,654,75,0.0,643,77,0.0,634,78,0.0,658,78,0.1
